"帳單年","帳單月","總用電度","校區","用電建築物","公開報表序號"
"108","03",17800.00,"蘭潭","木材利用工廠、水禽舍","A111"
"108","04",20000.00,"蘭潭","木材利用工廠、水禽舍","A111"
"108","05",26200.00,"蘭潭","木材利用工廠、水禽舍","A111"
"108","06",29000.00,"蘭潭","木材利用工廠、水禽舍","A111"
"108","07",27000.00,"蘭潭","木材利用工廠、水禽舍","A111"
"108","08",19200.00,"蘭潭","木材利用工廠、水禽舍","A111"
"108","09",30400.00,"蘭潭","木材利用工廠、水禽舍","A111"
"108","10",20800.00,"蘭潭","木材利用工廠、水禽舍","A111"
"108","11",25200.00,"蘭潭","木材利用工廠、水禽舍","A111"
"108","12",18800.00,"蘭潭","木材利用工廠、水禽舍","A111"
"109","01",17400.00,"蘭潭","木材利用工廠、水禽舍","A111"
"102","02",0.00,"蘭潭","動物產品推廣中心","A112"
"102","03",3055.00,"蘭潭","動物產品推廣中心","A112"
"100","05",18.00,"蘭潭","動物產品推廣中心","A112"
"100","06",23.00,"蘭潭","動物產品推廣中心","A112"
"100","07",32.00,"蘭潭","動物產品推廣中心","A112"
"107","07",1290.00,"蘭潭","動物產品推廣中心","A112"
"100","08",11.00,"蘭潭","動物產品推廣中心","A112"
"100","09",20.00,"蘭潭","動物產品推廣中心","A112"
"100","10",12.00,"蘭潭","動物產品推廣中心","A112"
"100","11",11.00,"蘭潭","動物產品推廣中心","A112"
"100","12",11.00,"蘭潭","動物產品推廣中心","A112"
"101","01",5.00,"蘭潭","動物產品推廣中心","A112"
"101","02",1.00,"蘭潭","動物產品推廣中心","A112"
"101","03",1.00,"蘭潭","動物產品推廣中心","A112"
"101","04",20.00,"蘭潭","動物產品推廣中心","A112"
"101","05",10.00,"蘭潭","動物產品推廣中心","A112"
"101","06",18.00,"蘭潭","動物產品推廣中心","A112"
"101","07",14.00,"蘭潭","動物產品推廣中心","A112"
"101","08",11.00,"蘭潭","動物產品推廣中心","A112"
"101","09",4.00,"蘭潭","動物產品推廣中心","A112"
"101","10",2.00,"蘭潭","動物產品推廣中心","A112"
"101","11",10.00,"蘭潭","動物產品推廣中心","A112"
"101","12",9.00,"蘭潭","動物產品推廣中心","A112"
"102","01",4.00,"蘭潭","動物產品推廣中心","A112"
"102","04",,"蘭潭","動物產品推廣中心","A112"
"107","08",572.00,"蘭潭","動物產品推廣中心","A112"
"107","09",481.00,"蘭潭","動物產品推廣中心","A112"
"103","05",1211.00,"蘭潭","動物產品推廣中心","A112"
"103","06",1978.00,"蘭潭","動物產品推廣中心","A112"
"103","07",1889.00,"蘭潭","動物產品推廣中心","A112"
"103","08",929.00,"蘭潭","動物產品推廣中心","A112"
"103","09",1547.00,"蘭潭","動物產品推廣中心","A112"
"103","10",1129.00,"蘭潭","動物產品推廣中心","A112"
"109","02",446.00,"蘭潭","動物產品推廣中心","A112"
"103","11",1650.00,"蘭潭","動物產品推廣中心","A112"
"103","12",1145.00,"蘭潭","動物產品推廣中心","A112"
"104","01",1200.00,"蘭潭","動物產品推廣中心","A112"
"102","09",1508.00,"蘭潭","動物產品推廣中心","A112"
"102","05",1409.80,"蘭潭","動物產品推廣中心","A112"
"102","06",4263.00,"蘭潭","動物產品推廣中心","A112"
"102","10",750.00,"蘭潭","動物產品推廣中心","A112"
"102","12",954.00,"蘭潭","動物產品推廣中心","A112"
"102","07",2112.00,"蘭潭","動物產品推廣中心","A112"
"102","08",1125.00,"蘭潭","動物產品推廣中心","A112"
"102","11",1795.00,"蘭潭","動物產品推廣中心","A112"
"103","01",237.00,"蘭潭","動物產品推廣中心","A112"
"103","02",521.00,"蘭潭","動物產品推廣中心","A112"
"104","02",717.00,"蘭潭","動物產品推廣中心","A112"
"104","03",359.00,"蘭潭","動物產品推廣中心","A112"
"107","10",1662.00,"蘭潭","動物產品推廣中心","A112"
"103","04",174.00,"蘭潭","動物產品推廣中心","A112"
"104","04",791.00,"蘭潭","動物產品推廣中心","A112"
"103","03",28.00,"蘭潭","動物產品推廣中心","A112"
"104","05",4507.00,"蘭潭","動物產品推廣中心","A112"
"104","06",2830.00,"蘭潭","動物產品推廣中心","A112"
"104","07",3569.00,"蘭潭","動物產品推廣中心","A112"
"104","08",588.00,"蘭潭","動物產品推廣中心","A112"
"104","09",2156.00,"蘭潭","動物產品推廣中心","A112"
"106","01",3819.00,"蘭潭","動物產品推廣中心","A112"
"106","02",3764.00,"蘭潭","動物產品推廣中心","A112"
"106","03",1687.00,"蘭潭","動物產品推廣中心","A112"
"104","10",3087.00,"蘭潭","動物產品推廣中心","A112"
"104","11",6106.00,"蘭潭","動物產品推廣中心","A112"
"104","12",3389.00,"蘭潭","動物產品推廣中心","A112"
"105","02",1143.00,"蘭潭","動物產品推廣中心","A112"
"105","03",230.00,"蘭潭","動物產品推廣中心","A112"
"105","04",810.00,"蘭潭","動物產品推廣中心","A112"
"105","05",3684.00,"蘭潭","動物產品推廣中心","A112"
"105","01",2674.00,"蘭潭","動物產品推廣中心","A112"
"105","06",3247.00,"蘭潭","動物產品推廣中心","A112"
"105","07",1049.00,"蘭潭","動物產品推廣中心","A112"
"105","08",1078.00,"蘭潭","動物產品推廣中心","A112"
"105","09",4847.00,"蘭潭","動物產品推廣中心","A112"
"105","10",5290.00,"蘭潭","動物產品推廣中心","A112"
"105","11",7405.00,"蘭潭","動物產品推廣中心","A112"
"105","12",5292.00,"蘭潭","動物產品推廣中心","A112"
"106","04",3852.00,"蘭潭","動物產品推廣中心","A112"
"106","05",5593.00,"蘭潭","動物產品推廣中心","A112"
"106","06",11162.00,"蘭潭","動物產品推廣中心","A112"
"106","07",5997.00,"蘭潭","動物產品推廣中心","A112"
"106","08",4965.00,"蘭潭","動物產品推廣中心","A112"
"106","09",5161.00,"蘭潭","動物產品推廣中心","A112"
"106","10",7359.00,"蘭潭","動物產品推廣中心","A112"
"106","11",3821.00,"蘭潭","動物產品推廣中心","A112"
"106","12",3218.00,"蘭潭","動物產品推廣中心","A112"
"107","01",2102.00,"蘭潭","動物產品推廣中心","A112"
"107","02",1293.00,"蘭潭","動物產品推廣中心","A112"
"107","03",487.00,"蘭潭","動物產品推廣中心","A112"
"107","04",1791.00,"蘭潭","動物產品推廣中心","A112"
"107","05",2811.00,"蘭潭","動物產品推廣中心","A112"
"107","06",6371.00,"蘭潭","動物產品推廣中心","A112"
"107","11",2326.00,"蘭潭","動物產品推廣中心","A112"
"107","12",1416.00,"蘭潭","動物產品推廣中心","A112"
"108","01",1306.00,"蘭潭","動物產品推廣中心","A112"
"108","02",971.00,"蘭潭","動物產品推廣中心","A112"
"108","03",875.00,"蘭潭","動物產品推廣中心","A112"
"108","04",4293.00,"蘭潭","動物產品推廣中心","A112"
"108","05",3095.00,"蘭潭","動物產品推廣中心","A112"
"108","06",5716.00,"蘭潭","動物產品推廣中心","A112"
"108","07",3422.00,"蘭潭","動物產品推廣中心","A112"
"108","08",1008.00,"蘭潭","動物產品推廣中心","A112"
"108","09",1273.00,"蘭潭","動物產品推廣中心","A112"
"108","10",1840.00,"蘭潭","動物產品推廣中心","A112"
"108","11",1422.00,"蘭潭","動物產品推廣中心","A112"
"108","12",1286.00,"蘭潭","動物產品推廣中心","A112"
"109","01",1650.00,"蘭潭","動物產品推廣中心","A112"
"102","02",0.00,"蘭潭","水禽舍","A113"
"102","03",0.00,"蘭潭","水禽舍","A113"
"100","05",1241.00,"蘭潭","水禽舍","A113"
"100","06",660.00,"蘭潭","水禽舍","A113"
"100","07",3806.00,"蘭潭","水禽舍","A113"
"107","07",3432.00,"蘭潭","水禽舍","A113"
"100","08",2251.00,"蘭潭","水禽舍","A113"
"100","09",2617.00,"蘭潭","水禽舍","A113"
"100","10",677.00,"蘭潭","水禽舍","A113"
"100","11",0.00,"蘭潭","水禽舍","A113"
"100","12",0.00,"蘭潭","水禽舍","A113"
"101","01",0.00,"蘭潭","水禽舍","A113"
"101","02",0.00,"蘭潭","水禽舍","A113"
"101","03",0.00,"蘭潭","水禽舍","A113"
"101","04",0.00,"蘭潭","水禽舍","A113"
"101","05",0.00,"蘭潭","水禽舍","A113"
"101","06",15326.00,"蘭潭","水禽舍","A113"
"101","07",1566.00,"蘭潭","水禽舍","A113"
"101","08",1287.00,"蘭潭","水禽舍","A113"
"101","09",0.00,"蘭潭","水禽舍","A113"
"101","10",1957.00,"蘭潭","水禽舍","A113"
"101","11",1965.00,"蘭潭","水禽舍","A113"
"101","12",1862.00,"蘭潭","水禽舍","A113"
"102","01",1478.00,"蘭潭","水禽舍","A113"
"102","04",,"蘭潭","水禽舍","A113"
"107","08",5064.00,"蘭潭","水禽舍","A113"
"107","09",3372.00,"蘭潭","水禽舍","A113"
"103","05",2662.00,"蘭潭","水禽舍","A113"
"103","06",3439.00,"蘭潭","水禽舍","A113"
"103","07",2812.00,"蘭潭","水禽舍","A113"
"103","08",2820.00,"蘭潭","水禽舍","A113"
"103","09",2479.00,"蘭潭","水禽舍","A113"
"103","10",2260.00,"蘭潭","水禽舍","A113"
"109","02",3008.00,"蘭潭","水禽舍","A113"
"103","11",1929.00,"蘭潭","水禽舍","A113"
"103","12",1629.00,"蘭潭","水禽舍","A113"
"104","01",1506.00,"蘭潭","水禽舍","A113"
"102","09",2796.00,"蘭潭","水禽舍","A113"
"102","05",1800.00,"蘭潭","水禽舍","A113"
"102","06",4119.00,"蘭潭","水禽舍","A113"
"102","10",2515.00,"蘭潭","水禽舍","A113"
"102","12",1508.00,"蘭潭","水禽舍","A113"
"102","07",3458.00,"蘭潭","水禽舍","A113"
"102","08",2820.00,"蘭潭","水禽舍","A113"
"102","11",2343.00,"蘭潭","水禽舍","A113"
"103","01",1281.00,"蘭潭","水禽舍","A113"
"103","02",1668.00,"蘭潭","水禽舍","A113"
"104","02",1832.00,"蘭潭","水禽舍","A113"
"104","03",1871.00,"蘭潭","水禽舍","A113"
"107","10",3624.00,"蘭潭","水禽舍","A113"
"104","04",2261.00,"蘭潭","水禽舍","A113"
"103","03",1253.00,"蘭潭","水禽舍","A113"
"104","05",2850.00,"蘭潭","水禽舍","A113"
"104","06",2130.00,"蘭潭","水禽舍","A113"
"104","07",2056.00,"蘭潭","水禽舍","A113"
"104","08",2047.00,"蘭潭","水禽舍","A113"
"103","04",3154.00,"蘭潭","水禽舍","A113"
"104","09",2229.00,"蘭潭","水禽舍","A113"
"106","01",,"蘭潭","水禽舍","A113"
"106","02",2032.00,"蘭潭","水禽舍","A113"
"106","03",2416.00,"蘭潭","水禽舍","A113"
"104","10",2501.00,"蘭潭","水禽舍","A113"
"104","11",3070.00,"蘭潭","水禽舍","A113"
"104","12",1784.00,"蘭潭","水禽舍","A113"
"105","02",1787.00,"蘭潭","水禽舍","A113"
"105","03",2329.00,"蘭潭","水禽舍","A113"
"105","04",3308.00,"蘭潭","水禽舍","A113"
"105","05",2119.00,"蘭潭","水禽舍","A113"
"105","01",1706.00,"蘭潭","水禽舍","A113"
"105","06",2144.00,"蘭潭","水禽舍","A113"
"105","07",2396.00,"蘭潭","水禽舍","A113"
"105","08",2488.00,"蘭潭","水禽舍","A113"
"105","09",,"蘭潭","水禽舍","A113"
"105","10",,"蘭潭","水禽舍","A113"
"105","11",,"蘭潭","水禽舍","A113"
"105","12",,"蘭潭","水禽舍","A113"
"106","04",3056.00,"蘭潭","水禽舍","A113"
"106","05",2836.00,"蘭潭","水禽舍","A113"
"106","06",3064.00,"蘭潭","水禽舍","A113"
"106","07",3572.00,"蘭潭","水禽舍","A113"
"106","08",5056.00,"蘭潭","水禽舍","A113"
"106","09",3512.00,"蘭潭","水禽舍","A113"
"106","10",4280.00,"蘭潭","水禽舍","A113"
"106","11",3160.00,"蘭潭","水禽舍","A113"
"106","12",4032.00,"蘭潭","水禽舍","A113"
"107","01",3048.00,"蘭潭","水禽舍","A113"
"107","02",3464.00,"蘭潭","水禽舍","A113"
"107","03",3024.00,"蘭潭","水禽舍","A113"
"107","04",2808.00,"蘭潭","水禽舍","A113"
"107","05",2512.00,"蘭潭","水禽舍","A113"
"107","06",2704.00,"蘭潭","水禽舍","A113"
"107","11",2800.00,"蘭潭","水禽舍","A113"
"107","12",2684.00,"蘭潭","水禽舍","A113"
"108","01",2788.00,"蘭潭","水禽舍","A113"
"108","02",2080.00,"蘭潭","水禽舍","A113"
"108","03",2468.00,"蘭潭","水禽舍","A113"
"108","04",2316.00,"蘭潭","水禽舍","A113"
"108","05",3168.00,"蘭潭","水禽舍","A113"
"108","06",4944.00,"蘭潭","水禽舍","A113"
"108","07",4464.00,"蘭潭","水禽舍","A113"
"108","08",3332.00,"蘭潭","水禽舍","A113"
"108","09",5564.00,"蘭潭","水禽舍","A113"
"108","10",3496.00,"蘭潭","水禽舍","A113"
"108","11",3764.00,"蘭潭","水禽舍","A113"
"108","12",3020.00,"蘭潭","水禽舍","A113"
"109","01",2800.00,"蘭潭","水禽舍","A113"
"102","02",0.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","03",78902.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"100","05",145870.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"100","06",199814.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"100","07",176516.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"107","07",166391.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"100","08",41767.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"100","09",38277.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"100","10",153364.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"100","11",160627.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"100","12",155564.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","01",151398.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","02",82075.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","03",72925.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","04",162987.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","05",158011.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","06",185296.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","07",154289.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","08",32417.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","09",0.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","10",0.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","11",0.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"101","12",0.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","01",0.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","04",154567.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"107","08",51360.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"107","09",41828.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","05",134215.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","06",166339.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","07",137613.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","08",50266.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","09",39765.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","10",101187.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"109","02",68804.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","11",152780.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","12",116045.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","01",143951.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","09",40786.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","05",137032.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","06",176166.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","10",114204.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","12",121008.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","07",159116.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","08",40611.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"102","11",129847.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","01",134166.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","02",102583.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","02",127447.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","03",55179.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"107","10",123963.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","04",134580.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","04",127315.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"103","03",84641.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","05",164164.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","06",140652.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","07",199105.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","08",46626.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"106","01",134020.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"106","02",61611.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"106","03",62019.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","09",38871.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","10",138734.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","11",142649.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
"104","12",133514.00,"民雄","綠園一舍、綠園二舍、餐廳、警衛室、學人宿舍","B301"
